dateSold,lotAreaValue,priceChange,zestimate,imgSrc,initialPrice,detailUrl,bedrooms,longitude,latitude,listingStatus,zpid,rent,daysOnZillow,bathrooms,livingArea,country,currency,lotAreaUnit,hasImage,street,city,state,zip,currentPrice,loadDate
,0.0,0.0,3839000.0,https://photos.zillowstatic.com/fp/8437211aa3bb000984eec11dec48abcc-p_e.jpg,3995000,/homedetails/329-Canton-St-Alpharetta-GA-30009/14688105_zpid/,5,-84.2963,34.084553,FOR_SALE,14688105,16223.0,19,7.0,4511,USA,USD,acres,true,329 Canton St,alpharetta,ga,30009,3995000.0,2024-03-12
,0.0,0.0,0.0,https://photos.zillowstatic.com/fp/d8084ead583ba060cf032e5dfa1c399e-p_e.jpg,1050000,/homedetails/430-Newport-Hts-Alpharetta-GA-30005/14681512_zpid/,5,-84.21104,34.081005,FOR_SALE,14681512,0.0,1,6.0,5344,USA,USD,acres,true,430 Newport Hts,alpharetta,ga,30005,1050000.0,2024-03-12
,0.0,0.0,813000.0,https://photos.zillowstatic.com/fp/b415625edb9985a204b47742155a8736-p_e.jpg,849000,/homedetails/4265-Courageous-Wake-Alpharetta-GA-30005/14681610_zpid/,5,-84.21086,34.07583,FOR_SALE,14681610,4969.0,125,5.0,4711,USA,USD,acres,true,4265 Courageous Wake,alpharetta,ga,30005,849000.0,2024-03-12
,0.0,-20000.0,639200.0,https://photos.zillowstatic.com/fp/0be83020b7c33ab70b2c462556fa177e-p_e.jpg,670000,/homedetails/120-North-Blf-Alpharetta-GA-30004/14685850_zpid/,4,-84.33541,34.0746,FOR_SALE,14685850,3317.0,130,3.0,2866,USA,USD,acres,true,120 North Blf,alpharetta,ga,30004,650000.0,2024-03-12
,0.0,0.0,762000.0,https://photos.zillowstatic.com/fp/fd1cfbdb29cce9133b32ac75ca532cc7-p_e.jpg,739000,/homedetails/3795-Hamby-Oaks-Dr-Alpharetta-GA-30004/60947616_zpid/,4,-84.2555,34.15814,FOR_SALE,60947616,4372.0,1,3.0,4296,USA,USD,acres,true,3795 Hamby Oaks Dr,alpharetta,ga,30004,739000.0,2024-03-12
,8581.32,0.0,867900.0,https://photos.zillowstatic.com/fp/c61da5fb038808456108df031a295f8a-p_e.jpg,849000,/homedetails/2810-Gleneagles-Pointe-Alpharetta-GA-30005/14681374_zpid/,3,-84.20902,34.087116,FOR_SALE,14681374,3628.0,1,3.0,3358,USA,USD,sqft,true,2810 Gleneagles Pointe,alpharetta,ga,30005,849000.0,2024-03-12
,0.0,0.0,916900.0,https://photos.zillowstatic.com/fp/343f380097561471eb396921ef7ae542-p_e.jpg,899900,/homedetails/635-Bellhaven-Point-Alpharetta-GA-30004/248581398_zpid/,5,-84.23498,34.151688,FOR_SALE,248581398,3357.0,1,4.0,3724,USA,USD,acres,true,635 Bellhaven Point,alpharetta,ga,30004,899900.0,2024-03-12
,0.0,0.0,1172000.0,https://photos.zillowstatic.com/fp/cb46eee0221f962e796d3ce1fcc419e9-p_e.jpg,1150000,/homedetails/1725-Ridge-Oak-Pl-Alpharetta-GA-30022/55015239_zpid/,5,-84.26808,34.043034,FOR_SALE,55015239,5558.0,4,5.0,4981,USA,USD,acres,true,1725 Ridge Oak Pl,alpharetta,ga,30022,1150000.0,2024-03-12
,0.0,0.0,1008600.0,https://photos.zillowstatic.com/fp/cb687bb89de79052a60fdafe855b5428-p_e.jpg,999000,/homedetails/8060-Preservation-Dr-Alpharetta-GA-30005/249120183_zpid/,5,-84.225426,34.06634,FOR_SALE,249120183,5693.0,1,4.0,4211,USA,USD,acres,true,8060 Preservation Dr,alpharetta,ga,30005,999000.0,2024-03-12
,0.0,0.0,772500.0,https://photos.zillowstatic.com/fp/08f05a8f0414ee55753a55ae80c65a1c-p_e.jpg,775000,/homedetails/110-John-Christopher-Dr-Alpharetta-GA-30009/14688634_zpid/,4,-84.28694,34.08706,FOR_SALE,14688634,2728.0,1,3.0,1753,USA,USD,acres,true,110 John Christopher Dr,alpharetta,ga,30009,775000.0,2024-03-12
