dateSold,lotAreaValue,priceChange,zestimate,imgSrc,initialPrice,detailUrl,bedrooms,longitude,latitude,listingStatus,zpid,rent,daysOnZillow,bathrooms,livingArea,country,currency,lotAreaUnit,hasImage,street,city,state,zip,currentPrice,loadDate
,0.0,0.0,375600.0,https://photos.zillowstatic.com/fp/16e45d5d753e66762a6538636eff697e-p_e.jpg,308888,/homedetails/540-Bonita-Ave-SPACE-416-San-Jose-CA-95116/243210709_zpid/,2,-121.85639,37.342464,FOR_SALE,243210709,704.0,0,2.0,800,USA,USD,,true,540 Bonita Ave SPACE 416,san jose,ca,95116,308888.0,2024-03-11
,0.0,0.0,0.0,https://photos.zillowstatic.com/fp/3a29e063dbb06220277df1a5781564c3-p_e.jpg,39000,/homedetails/37B-200-Frd-San-Jose-CA-95138/343996632_zpid/,1,-121.73094,37.242287,FOR_SALE,343996632,0.0,1,1.0,373,USA,USD,,true,37B 200 Frd,san jose,ca,95138,39000.0,2024-03-11
,0.0,0.0,0.0,https://photos.zillowstatic.com/fp/ab9491dac667e8e208d2fb6a7ca47397-p_e.jpg,359900,/homedetails/435-Chateau-La-Salle-Dr-435-San-Jose-CA-95111/343796102_zpid/,2,-121.85557,37.292564,FOR_SALE,343796102,0.0,1,2.0,1536,USA,USD,,true,435 Chateau La Salle Dr #435,san jose,ca,95111,359900.0,2024-03-11
,0.0,0.0,375600.0,https://photos.zillowstatic.com/fp/16e45d5d753e66762a6538636eff697e-p_e.jpg,308888,/homedetails/540-Bonita-Ave-SPACE-416-San-Jose-CA-95116/243210709_zpid/,2,-121.85639,37.342464,FOR_SALE,243210709,704.0,0,2.0,800,USA,USD,,true,540 Bonita Ave SPACE 416,san jose,ca,95116,308888.0,2024-03-11
,0.0,0.0,0.0,https://photos.zillowstatic.com/fp/3a29e063dbb06220277df1a5781564c3-p_e.jpg,39000,/homedetails/37B-200-Frd-San-Jose-CA-95138/343996632_zpid/,1,-121.73094,37.242287,FOR_SALE,343996632,0.0,1,1.0,373,USA,USD,,true,37B 200 Frd,san jose,ca,95138,39000.0,2024-03-11
,0.0,0.0,0.0,https://photos.zillowstatic.com/fp/ab9491dac667e8e208d2fb6a7ca47397-p_e.jpg,359900,/homedetails/435-Chateau-La-Salle-Dr-435-San-Jose-CA-95111/343796102_zpid/,2,-121.85557,37.292564,FOR_SALE,343796102,0.0,1,2.0,1536,USA,USD,,true,435 Chateau La Salle Dr #435,san jose,ca,95111,359900.0,2024-03-11
