dateSold,lotAreaValue,priceChange,zestimate,imgSrc,initialPrice,detailUrl,bedrooms,longitude,latitude,listingStatus,zpid,rent,daysOnZillow,bathrooms,livingArea,country,currency,lotAreaUnit,hasImage,street,city,state,zip,currentPrice,loadDate
,1001.88,-10000.0,252500.0,https://photos.zillowstatic.com/fp/75ee9a92cabb28e1f026c629a0a0ab7d-p_e.jpg,265000,/homedetails/4035-Whitehall-Way-Alpharetta-GA-30004/14689312_zpid/,2,-84.277,34.087513,FOR_SALE,14689312,1800.0,103,1.0,1000,USA,USD,sqft,true,4035 Whitehall Way,alpharetta,ga,30004,255000.0,2024-03-11
,1001.88,-10000.0,252500.0,https://photos.zillowstatic.com/fp/75ee9a92cabb28e1f026c629a0a0ab7d-p_e.jpg,265000,/homedetails/4035-Whitehall-Way-Alpharetta-GA-30004/14689312_zpid/,2,-84.277,34.087513,FOR_SALE,14689312,1800.0,103,1.0,1000,USA,USD,sqft,true,4035 Whitehall Way,alpharetta,ga,30004,255000.0,2024-03-11
,1001.88,-10000.0,252500.0,https://photos.zillowstatic.com/fp/75ee9a92cabb28e1f026c629a0a0ab7d-p_e.jpg,265000,/homedetails/4035-Whitehall-Way-Alpharetta-GA-30004/14689312_zpid/,2,-84.277,34.087513,FOR_SALE,14689312,1800.0,103,1.0,1000,USA,USD,sqft,true,4035 Whitehall Way,alpharetta,ga,30004,255000.0,2024-03-11
