dateSold,lotAreaValue,priceChange,zestimate,imgSrc,initialPrice,detailUrl,bedrooms,longitude,latitude,listingStatus,zpid,rent,daysOnZillow,bathrooms,livingArea,country,currency,lotAreaUnit,hasImage,street,city,state,zip,currentPrice,loadDate
,435.6,0.0,404900.0,https://photos.zillowstatic.com/fp/9b6cb8a0da0624b078fa763bbb2ea1e9-p_e.jpg,400000,/homedetails/1011-Whittington-Way-Alpharetta-GA-30004/98020848_zpid/,3,-84.249275,34.10548,FOR_SALE,98020848,2400.0,5,4.0,0,USA,USD,sqft,true,1011 Whittington Way,alpharetta,ga,30004,400000.0,2024-03-11
,1219.68,0.0,0.0,https://photos.zillowstatic.com/fp/0c71c291f18ca61b924ce525fe502c3d-p_e.jpg,315000,/homedetails/5006-Avalon-Dr-Alpharetta-GA-30005/14650100_zpid/,2,-84.24949,34.065315,FOR_SALE,14650100,0.0,1,2.0,1222,USA,USD,sqft,true,5006 Avalon Dr,alpharetta,ga,30005,315000.0,2024-03-11
,1197.9,0.0,346400.0,https://photos.zillowstatic.com/fp/3a493b42c07ddef1c45956ccbab30929-p_e.jpg,350000,/homedetails/1631-Homestead-Trl-Alpharetta-GA-30004/14689246_zpid/,3,-84.27996,34.08371,FOR_SALE,14689246,2299.0,1,2.0,1241,USA,USD,sqft,true,1631 Homestead Trl,alpharetta,ga,30004,350000.0,2024-03-11
,871.2,0.0,396400.0,https://photos.zillowstatic.com/fp/e43f392c20f2c236d4bd724651024563-p_e.jpg,389900,/homedetails/920-Prestwyck-Ct-Alpharetta-GA-30004/68636809_zpid/,3,-84.245995,34.10695,FOR_SALE,68636809,1997.0,1,3.0,1386,USA,USD,sqft,true,920 Prestwyck Ct,alpharetta,ga,30004,389900.0,2024-03-11
,7448.76,0.0,420500.0,https://photos.zillowstatic.com/fp/bc097924aa9cfe7069da3063ea1b8bb3-p_e.jpg,414900,/homedetails/1086-Old-Roswell-Rd-Roswell-GA-30076/14669367_zpid/,2,-84.33214,34.038795,FOR_SALE,14669367,2269.0,1,3.0,1550,USA,USD,sqft,true,1086 Old Roswell Rd,alpharetta,ga,30076,414900.0,2024-03-11
,2178.0,0.0,1309100.0,https://photos.zillowstatic.com/fp/677cfdbec825672c21f3cf5c61556215-p_e.jpg,1300000,/homedetails/124-Nottaway-Ln-Alpharetta-GA-30009/108599857_zpid/,4,-84.29257,34.06852,FOR_SALE,108599857,5599.0,7,5.0,4581,USA,USD,sqft,true,124 Nottaway Ln,alpharetta,ga,30009,1300000.0,2024-03-11
,871.2,0.0,500900.0,https://photos.zillowstatic.com/fp/4c36506f3e626d0a4d1fdd7bb6ee6ae1-p_e.jpg,500000,/homedetails/11177-Calypso-Dr-Alpharetta-GA-30009/71752219_zpid/,2,-84.30149,34.052963,FOR_SALE,71752219,2500.0,4,3.0,1720,USA,USD,sqft,true,11177 Calypso Dr,alpharetta,ga,30009,500000.0,2024-03-11
,1306.8,0.0,662500.0,https://photos.zillowstatic.com/fp/f0164009c8a6cb3ac328b5a8e5b86d11-p_e.jpg,678000,/homedetails/1871-Adagio-Dr-Alpharetta-GA-30009/82617654_zpid/,4,-84.300446,34.05257,FOR_SALE,82617654,4200.0,1,4.0,3750,USA,USD,sqft,true,1871 Adagio Dr,alpharetta,ga,30009,678000.0,2024-03-11
,2265.12,0.0,666000.0,https://photos.zillowstatic.com/fp/d6581ec6aeb7a51cc77960fdd0986f93-p_e.jpg,665000,/homedetails/525-Burton-Dr-706-Alpharetta-GA-30009/2062789215_zpid/,3,-84.29471,34.067142,FOR_SALE,2062789215,3143.0,1,3.0,1988,USA,USD,sqft,true,525 Burton Dr #706,alpharetta,ga,30009,665000.0,2024-03-11
,435.6,0.0,404900.0,https://photos.zillowstatic.com/fp/9b6cb8a0da0624b078fa763bbb2ea1e9-p_e.jpg,400000,/homedetails/1011-Whittington-Way-Alpharetta-GA-30004/98020848_zpid/,3,-84.249275,34.10548,FOR_SALE,98020848,2400.0,5,4.0,0,USA,USD,sqft,true,1011 Whittington Way,alpharetta,ga,30004,400000.0,2024-03-11
,1219.68,0.0,0.0,https://photos.zillowstatic.com/fp/0c71c291f18ca61b924ce525fe502c3d-p_e.jpg,315000,/homedetails/5006-Avalon-Dr-Alpharetta-GA-30005/14650100_zpid/,2,-84.24949,34.065315,FOR_SALE,14650100,0.0,1,2.0,1222,USA,USD,sqft,true,5006 Avalon Dr,alpharetta,ga,30005,315000.0,2024-03-11
,1197.9,0.0,346400.0,https://photos.zillowstatic.com/fp/3a493b42c07ddef1c45956ccbab30929-p_e.jpg,350000,/homedetails/1631-Homestead-Trl-Alpharetta-GA-30004/14689246_zpid/,3,-84.27996,34.08371,FOR_SALE,14689246,2299.0,1,2.0,1241,USA,USD,sqft,true,1631 Homestead Trl,alpharetta,ga,30004,350000.0,2024-03-11
,871.2,0.0,396400.0,https://photos.zillowstatic.com/fp/e43f392c20f2c236d4bd724651024563-p_e.jpg,389900,/homedetails/920-Prestwyck-Ct-Alpharetta-GA-30004/68636809_zpid/,3,-84.245995,34.10695,FOR_SALE,68636809,1997.0,1,3.0,1386,USA,USD,sqft,true,920 Prestwyck Ct,alpharetta,ga,30004,389900.0,2024-03-11
,7448.76,0.0,420500.0,https://photos.zillowstatic.com/fp/bc097924aa9cfe7069da3063ea1b8bb3-p_e.jpg,414900,/homedetails/1086-Old-Roswell-Rd-Roswell-GA-30076/14669367_zpid/,2,-84.33214,34.038795,FOR_SALE,14669367,2269.0,1,3.0,1550,USA,USD,sqft,true,1086 Old Roswell Rd,alpharetta,ga,30076,414900.0,2024-03-11
,2178.0,0.0,1309100.0,https://photos.zillowstatic.com/fp/677cfdbec825672c21f3cf5c61556215-p_e.jpg,1300000,/homedetails/124-Nottaway-Ln-Alpharetta-GA-30009/108599857_zpid/,4,-84.29257,34.06852,FOR_SALE,108599857,5599.0,7,5.0,4581,USA,USD,sqft,true,124 Nottaway Ln,alpharetta,ga,30009,1300000.0,2024-03-11
,871.2,0.0,500900.0,https://photos.zillowstatic.com/fp/4c36506f3e626d0a4d1fdd7bb6ee6ae1-p_e.jpg,500000,/homedetails/11177-Calypso-Dr-Alpharetta-GA-30009/71752219_zpid/,2,-84.30149,34.052963,FOR_SALE,71752219,2500.0,4,3.0,1720,USA,USD,sqft,true,11177 Calypso Dr,alpharetta,ga,30009,500000.0,2024-03-11
,1306.8,0.0,662500.0,https://photos.zillowstatic.com/fp/f0164009c8a6cb3ac328b5a8e5b86d11-p_e.jpg,678000,/homedetails/1871-Adagio-Dr-Alpharetta-GA-30009/82617654_zpid/,4,-84.300446,34.05257,FOR_SALE,82617654,4200.0,1,4.0,3750,USA,USD,sqft,true,1871 Adagio Dr,alpharetta,ga,30009,678000.0,2024-03-11
,2265.12,0.0,666000.0,https://photos.zillowstatic.com/fp/d6581ec6aeb7a51cc77960fdd0986f93-p_e.jpg,665000,/homedetails/525-Burton-Dr-706-Alpharetta-GA-30009/2062789215_zpid/,3,-84.29471,34.067142,FOR_SALE,2062789215,3143.0,1,3.0,1988,USA,USD,sqft,true,525 Burton Dr #706,alpharetta,ga,30009,665000.0,2024-03-11
,0.0,0.0,837000.0,https://photos.zillowstatic.com/fp/05523f3d452405ed3ce6cf3f38443e78-p_e.jpg,650000,/homedetails/1960-Postgate-Ct-San-Jose-CA-95121/19806279_zpid/,3,-121.803215,37.307354,FOR_SALE,19806279,3362.0,1,2.0,1131,USA,USD,,true,1960 Postgate Ct,san jose,ca,95121,650000.0,2024-03-11
,0.0,-168000.0,1039800.0,https://photos.zillowstatic.com/fp/fb2790115ba4203c01e2c0c09b446888-p_e.jpg,1000000,/homedetails/1132-Mallow-Ter-San-Jose-CA-95133/124744332_zpid/,3,-121.8653,37.38144,FOR_SALE,124744332,3800.0,1,4.0,1587,USA,USD,,true,1132 Mallow Ter,san jose,ca,95133,832000.0,2024-03-11
,871.0,0.0,1265600.0,https://photos.zillowstatic.com/fp/6d06d477550b499bcb5704aeb1e85218-p_e.jpg,1199000,/homedetails/4242-Cosenza-Loop-San-Jose-CA-95134/19489946_zpid/,3,-121.960365,37.41508,FOR_SALE,19489946,3927.0,1,3.0,1405,USA,USD,sqft,true,4242 Cosenza Loop,san jose,ca,95134,1199000.0,2024-03-11
,860.0,0.0,1141200.0,https://photos.zillowstatic.com/fp/a15bbd2a7b00cd83a9818a748de27ae5-p_e.jpg,1100000,/homedetails/17-S-Keeble-Ave-San-Jose-CA-95126/59683023_zpid/,2,-121.91009,37.330704,FOR_SALE,59683023,3849.0,0,3.0,1678,USA,USD,sqft,true,17 S Keeble Ave,san jose,ca,95126,1100000.0,2024-03-11
,0.0,0.0,1286200.0,https://photos.zillowstatic.com/fp/a56598cb54ce4def201c0331d78b6c4d-p_e.jpg,1198950,/homedetails/1230-Oregold-Pl-San-Jose-CA-95131/19563632_zpid/,3,-121.89364,37.386017,FOR_SALE,19563632,3881.0,1,3.0,1790,USA,USD,,true,1230 Oregold Pl,san jose,ca,95131,1198950.0,2024-03-11
